發生年度,發生月,發生日,發生時-Hours,發生分,處理別-編號,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序號,車種,天候,光線,道路類別,速限-速度限制,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,座標-X,座標-Y
112,1,1,20,40,2,07信義區,信義區忠孝東路4段500-2號國父紀念館北東門,0,0,1,1,C03,7,3,5,50,14,9,1,5,4,5,7,2,1,9,4,5,2,16,2,21,2,8,1,1,7,7,1,10,1,14,,7,,1,22,9,121.5613804,25.0411533
112,1,1,20,40,2,07信義區,信義區忠孝東路4段500-2號國父紀念館北東門,0,0,1,2,B03,7,3,5,50,14,9,1,5,4,5,7,2,1,9,4,5,2,16,1,32,3,10,1,1,7,9,1,8,1,2,,44,,1,22,9,121.5613804,25.0411533
112,1,1,21,0,2,04大安區,大安區基隆路2段154號,0,0,2,1,B03,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,16,1,22,3,10,1,1,7,8,1,8,1,6,,17,,1,22,9,121.5562336,25.0278342
112,1,1,21,0,2,04大安區,大安區基隆路2段154號,0,0,2,2,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,16,1,35,2,9,1,1,7,9,1,10,1,14,,17,,1,22,9,121.5562336,25.0278342
112,1,1,21,0,2,04大安區,大安區基隆路2段154號,0,0,2,3,H02,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,16,2,35,2,9,4,5,7,20,8,20,10,16,,67,,1,22,9,121.5562336,25.0278342
112,1,1,21,24,2,05中正區,中正區和平西路2段與寧波西街口,0,0,1,1,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,17,2,19,3,10,1,1,7,8,1,10,1,13,,7,,1,22,9,121.5120192,25.02902575
112,1,1,21,24,2,05中正區,中正區和平西路2段與寧波西街口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,17,2,30,2,8,1,1,7,9,1,10,1,11,,44,,1,22,9,121.5120192,25.02902575
112,1,1,21,24,2,05中正區,中正區和平西路2段與寧波西街口,0,0,1,3,H02,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,17,1,28,4,11,1,5,7,20,8,20,10,16,,67,,1,22,9,121.5120192,25.02902575
112,1,1,21,52,2,05中正區,中正區中華路1段59號旁,0,0,1,1,B12,7,3,5,30,14,9,1,5,4,5,7,4,4,9,4,5,1,17,1,51,4,11,3,4,7,15,7,19,11,15,,6,,2,22,9,121.5082221,25.04124329
112,1,1,21,52,2,05中正區,中正區中華路1段59號旁,0,0,1,2,C03,7,3,5,30,14,9,1,5,4,5,7,4,4,9,4,5,1,17,1,29,2,9,1,1,7,9,1,10,1,14,,14,,1,21,5,121.5082221,25.04124329
112,1,1,21,55,2,05中正區,中正區杭州南路1段101巷與仁愛路2段14巷口,0,0,1,1,B03,8,3,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,1,54,3,10,1,1,7,9,1,8,1,5,,6,,1,22,9,121.5260147,25.037657
112,1,1,21,55,2,05中正區,中正區杭州南路1段101巷與仁愛路2段14巷口,0,0,1,2,C03,8,3,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,1,60,2,7,1,1,7,9,1,10,1,11,,44,,1,22,9,121.5260147,25.037657
112,1,1,21,58,2,10文山區,文山區羅斯福路4段200號,0,0,3,2,C03,8,3,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,16,1,24,2,9,1,1,7,8,1,10,2,11,,7,,1,22,9,121.537061,25.01088019
112,1,1,21,58,2,10文山區,文山區羅斯福路4段200號,0,0,3,1,C03,8,3,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,16,1,30,2,9,1,1,7,5,1,10,2,14,,26,,1,22,9,121.537061,25.01088019
112,1,1,21,58,2,10文山區,文山區羅斯福路4段200號,0,0,3,3,H02,8,3,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,16,2,30,2,9,4,5,7,20,8,20,10,16,,67,,1,22,9,121.537061,25.01088019
112,1,1,23,0,2,10文山區,文山區景美街125號,0,0,1,2,H01,6,3,5,30,14,9,1,4,4,5,7,4,4,10,5,5,2,9,1,47,2,5,4,5,8,17,8,20,10,16,,60,,1,22,9,121.5415396,24.98976911
112,1,1,23,0,2,10文山區,文山區景美街125號,0,0,1,1,B03,6,3,5,30,14,9,1,4,4,5,7,4,4,10,5,5,2,9,2,18,3,10,1,1,7,9,1,8,1,2,,23,,1,22,9,121.5415396,24.98976911
112,1,2,0,20,2,11南港區,南港區南港路1段與三重路口,0,0,1,1,B01,6,3,5,50,5,1,1,4,4,5,7,1,1,8,3,5,2,3,1,64,3,10,1,1,7,5,1,4,1,1,,15,,1,22,9,121.6140217,25.0552204
112,1,2,0,20,2,11南港區,南港區南港路1段與三重路口,0,0,1,2,H01,6,3,5,50,5,1,1,4,4,5,7,1,1,8,3,5,2,3,1,46,2,9,1,1,8,16,8,20,10,16,,67,,1,22,9,121.6140217,25.0552204
112,1,2,0,25,2,09北投區,北投區北投路2段與北投路2段口北投捷運站前,0,0,1,1,B01,7,3,5,50,3,1,1,5,4,5,7,1,1,9,4,5,2,12,1,51,3,10,3,4,7,11,1,4,2,8,,10,,1,22,9,121.4986418,25.1317795
112,1,2,0,25,2,09北投區,北投區北投路2段與北投路2段口北投捷運站前,0,0,1,2,C03,7,3,5,50,3,1,1,5,4,5,7,1,1,9,4,5,2,12,2,42,2,9,3,4,7,9,1,10,2,11,,44,,1,22,9,121.4986418,25.1317795
112,1,2,5,32,2,05中正區,中正區中華路2段與西藏路口,0,0,2,2,H01,6,3,5,30,4,1,1,4,4,5,7,1,1,1,4,5,2,3,1,92,2,9,4,5,8,16,8,20,1,16,,52,,1,22,9,121.5042258,25.0299394
112,1,2,5,32,2,05中正區,中正區中華路2段與西藏路口,0,0,2,1,C03,6,3,5,30,4,1,1,4,4,5,7,1,1,1,4,5,2,3,1,65,2,9,1,1,7,9,1,10,2,11,,15,,1,22,9,121.5042258,25.0299394
112,1,2,7,50,2,09北投區,北投區明德路與榮華三路口,0,0,1,1,C03,6,1,5,30,3,1,1,4,4,5,7,3,1,10,5,5,2,16,1,51,2,8,1,1,7,5,1,10,2,12,,6,,1,22,9,121.5222123,25.1140052
112,1,2,7,50,2,09北投區,北投區明德路與榮華三路口,0,0,1,2,B03,6,1,5,30,3,1,1,4,4,5,7,3,1,10,5,5,2,16,1,35,3,10,1,3,7,9,1,8,2,8,,44,,1,22,9,121.5222123,25.1140052
112,1,2,7,52,2,04大安區,大安區市民大道4段與復興南路1段口,0,0,3,1,C03,6,1,5,40,4,1,1,4,4,5,7,1,1,10,5,5,2,17,1,36,2,8,1,1,7,9,1,10,1,12,,44,,1,22,9,121.5438432,25.0447851
112,1,2,7,52,2,04大安區,大安區市民大道4段與復興南路1段口,0,0,3,2,C03,6,1,5,40,4,1,1,4,4,5,7,1,1,10,5,5,2,17,2,19,2,8,1,1,7,5,1,10,1,14,13,8,,1,22,9,121.5438432,25.0447851
112,1,2,7,52,2,04大安區,大安區市民大道4段與復興南路1段口,0,0,3,3,C03,6,1,5,40,4,1,1,4,4,5,7,1,1,10,5,5,2,17,1,24,2,8,1,1,7,9,1,10,1,11,,23,,1,22,9,121.5438432,25.0447851
112,1,2,8,25,2,01大同區,大同區承德路2段與錦西街口,0,0,1,1,B03,6,1,5,50,4,1,1,4,4,5,7,1,1,1,4,5,2,3,1,58,3,10,1,1,7,5,1,8,2,5,,15,,1,22,9,121.518291,25.0601914
112,1,2,8,25,2,01大同區,大同區承德路2段與錦西街口,0,0,1,2,H01,6,1,5,50,4,1,1,4,4,5,7,1,1,1,4,5,2,3,2,62,2,9,1,1,8,16,8,20,10,16,,67,,1,22,9,121.518291,25.0601914
112,1,2,8,40,2,07信義區,信義區松高路19號,0,0,1,1,B12,6,1,5,50,14,9,1,4,4,5,7,1,1,9,4,5,2,12,1,55,3,10,1,1,7,15,1,8,1,2,,6,,1,22,9,121.5672515,25.0391675
112,1,2,8,40,2,07信義區,信義區松高路19號,0,0,1,2,C03,6,1,5,50,14,9,1,4,4,5,7,1,1,9,4,5,2,12,1,23,2,9,1,1,7,9,1,10,1,14,,23,,1,22,9,121.5672515,25.0391675
112,1,2,8,41,2,04大安區,大安區仁愛路4段與復興南路1段口,0,0,2,3,H02,6,1,5,50,5,1,1,4,4,5,7,2,1,1,4,5,2,13,1,21,2,7,1,5,7,20,8,20,10,15,,67,,1,21,8,121.543795,25.03787368
112,1,2,8,41,2,04大安區,大安區仁愛路4段與復興南路1段口,0,0,2,1,C03,6,1,5,50,5,1,1,4,4,5,7,2,1,1,4,5,2,13,1,35,3,10,1,1,7,9,1,10,1,11,,23,,1,21,8,121.543795,25.03787368
112,1,2,8,41,2,04大安區,大安區仁愛路4段與復興南路1段口,0,0,2,2,C03,6,1,5,50,5,1,1,4,4,5,7,2,1,1,4,5,2,13,1,22,2,6,1,1,7,13,1,10,1,13,,44,,1,21,8,121.543795,25.03787368
112,1,2,8,46,2,02萬華區,萬華區東園街66巷與東園街66巷53弄口,0,0,1,1,B03,7,1,5,30,4,1,1,4,4,5,7,4,4,10,5,5,2,9,1,52,3,10,1,1,7,5,1,8,2,1,,23,,1,22,9,121.4952879,25.0250759
112,1,2,8,46,2,02萬華區,萬華區東園街66巷與東園街66巷53弄口,0,0,1,2,H01,7,1,5,30,4,1,1,4,4,5,7,4,4,10,5,5,2,9,1,84,2,1,4,5,8,16,8,20,10,16,,60,,1,22,9,121.4952879,25.0250759
112,1,2,10,10,2,03中山區,中山區民族東路410巷與民族東路410巷2弄口,0,0,1,1,C04,6,1,5,50,4,1,1,4,4,5,7,4,4,9,4,5,1,15,2,62,2,7,3,4,7,9,1,11,1,11,,23,,1,22,9,121.5383334,25.06683009
112,1,2,10,10,2,03中山區,中山區民族東路410巷與民族東路410巷2弄口,0,0,1,2,C03,6,1,5,50,4,1,1,4,4,5,7,4,4,9,4,5,1,15,2,61,3,10,3,4,7,9,1,10,1,12,,6,,1,22,9,121.5383334,25.06683009
112,1,2,10,40,2,12內湖區,內湖區南京東路6段107號,0,0,1,2,C03,6,1,5,30,14,9,1,4,4,5,7,4,4,10,4,5,2,12,1,21,2,9,1,1,7,9,3,18,1,14,,23,,1,22,9,121.5777238,25.05552899
112,1,2,10,40,2,12內湖區,內湖區南京東路6段107號,0,0,1,1,B03,6,1,5,30,14,9,1,4,4,5,7,4,4,10,4,5,2,12,1,43,3,10,1,1,7,3,1,8,1,6,,44,,1,22,9,121.5777238,25.05552899
112,1,2,10,56,2,02萬華區,萬華區大理街與西園路1段口,0,0,1,1,C03,6,1,8,30,4,1,4,4,4,5,7,4,4,10,5,5,1,15,1,29,2,9,1,4,7,9,1,10,1,12,,6,,1,22,9,121.4993501,25.03446765
112,1,2,10,56,2,02萬華區,萬華區大理街與西園路1段口,0,0,1,2,B01,6,1,8,30,4,1,4,4,4,5,7,4,4,10,5,5,1,15,1,56,3,10,1,4,7,9,1,8,1,1,,42,,1,22,9,121.4993501,25.03446765
112,1,2,11,44,2,08士林區,士林區承德路5段與士商路口,0,0,1,2,C03,7,1,5,40,4,1,1,5,4,5,7,2,1,1,4,4,1,16,1,29,2,9,1,1,7,9,1,10,1,14,,13,,1,21,8,121.5141312,25.09610444
112,1,2,11,44,2,08士林區,士林區承德路5段與士商路口,0,0,1,1,B03,7,1,5,40,4,1,1,5,4,5,7,2,1,1,4,4,1,16,1,47,3,10,1,1,7,6,1,8,1,2,,9,,1,21,8,121.5141312,25.09610444
112,1,2,12,39,2,02萬華區,萬華區和平西路3段337號,0,0,2,1,C03,7,1,5,50,14,9,1,4,4,5,7,4,4,10,5,5,1,12,1,72,2,9,1,4,7,5,3,18,1,13,,8,,1,22,9,121.4925497,25.0355668
112,1,2,12,39,2,02萬華區,萬華區和平西路3段337號,0,0,2,2,C03,7,1,5,50,14,9,1,4,4,5,7,4,4,10,5,5,1,12,1,20,2,9,1,4,7,9,1,10,1,11,,23,,1,22,9,121.4925497,25.0355668
112,1,2,12,44,2,11南港區,南港區玉成街166巷22弄與玉成街166巷口,0,0,2,1,C03,7,1,5,30,4,1,1,4,4,5,7,4,4,10,5,5,2,15,1,28,2,8,1,1,7,9,1,10,1,12,,6,,1,22,9,121.583423,25.0442333
112,1,2,12,44,2,11南港區,南港區玉成街166巷22弄與玉成街166巷口,0,0,2,2,C03,7,1,5,30,4,1,1,4,4,5,7,4,4,10,5,5,2,15,1,45,2,8,1,1,7,9,1,10,1,12,,13,,1,22,9,121.583423,25.0442333
112,1,2,12,58,2,04大安區,大安區忠孝東路4段與仁愛路4段151巷口,0,0,1,2,C03,7,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,12,1,27,3,10,1,1,7,9,1,10,1,11,,44,,1,22,9,121.5518153,25.0411051
112,1,2,12,58,2,04大安區,大安區忠孝東路4段與仁愛路4段151巷口,0,0,1,1,C03,7,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,12,2,51,2,8,1,1,7,5,1,10,1,14,,8,,1,22,9,121.5518153,25.0411051
112,1,2,13,6,2,09北投區,北投區大度路1段與大度路1段口機車道怡和巷附近,0,0,1,1,C03,6,1,5,50,3,2,1,4,4,5,7,4,4,1,4,4,2,13,2,33,2,9,1,1,7,9,1,10,1,11,,43,,1,22,9,121.4955938,25.1215852
112,1,2,13,6,2,09北投區,北投區大度路1段與大度路1段口機車道怡和巷附近,0,0,1,2,C03,6,1,5,50,3,2,1,4,4,5,7,4,4,1,4,4,2,13,1,72,3,10,1,1,7,9,1,10,1,13,,43,,1,22,9,121.4955938,25.1215852
112,1,2,14,10,2,07信義區,信義區基隆路1段29號,0,0,1,2,,7,1,5,50,11,9,1,5,4,5,7,1,1,1,4,5,2,18,3,0,,,,,,,,,,,,67,,1,,,121.5688318,25.0482153
112,1,2,14,10,2,07信義區,信義區基隆路1段29號,0,0,1,1,C03,7,1,5,50,11,9,1,5,4,5,7,1,1,1,4,5,2,18,1,31,2,9,1,1,7,6,1,10,1,14,,43,,1,22,9,121.5688318,25.0482153
112,1,2,14,21,2,10文山區,文山區辛亥路4段與辛亥路4段166巷口,0,0,1,1,C03,7,1,5,50,3,1,1,5,4,5,7,2,1,1,4,5,2,16,1,18,2,9,1,1,7,11,1,10,1,12,,10,,1,22,9,121.5564887,25.0038101
112,1,2,14,21,2,10文山區,文山區辛亥路4段與辛亥路4段166巷口,0,0,1,2,C03,7,1,5,50,3,1,1,5,4,5,7,2,1,1,4,5,2,16,1,39,3,10,1,1,7,9,1,10,1,14,,44,,1,22,9,121.5564887,25.0038101
112,1,2,15,11,2,03中山區,中山區吉林路333號,0,0,1,1,B03,7,1,5,50,14,9,1,5,4,5,7,4,4,8,5,5,1,12,1,41,3,10,3,4,7,11,1,8,2,8,,10,,1,22,9,121.5303032,25.0640057
112,1,2,15,11,2,03中山區,中山區吉林路333號,0,0,1,2,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,8,5,5,1,12,1,24,2,9,3,4,7,9,1,10,2,12,,44,,1,22,9,121.5303032,25.0640057
112,1,2,15,16,2,04大安區,大安區和平東路2段與建國南路2段口,0,0,1,1,C03,7,1,5,50,4,1,1,5,4,5,7,1,1,8,5,5,1,12,2,39,2,8,1,1,7,9,1,10,1,14,,23,,1,22,9,121.5374152,25.0257588
112,1,2,15,16,2,04大安區,大安區和平東路2段與建國南路2段口,0,0,1,2,C03,7,1,5,50,4,1,1,5,4,5,7,1,1,8,5,5,1,12,1,29,3,10,1,1,7,14,1,10,1,12,,44,,1,22,9,121.5374152,25.0257588
112,1,2,15,20,2,10文山區,文山區興隆路3段與興德路口口,0,0,1,2,C03,8,1,5,50,3,1,1,5,4,5,7,3,1,1,4,5,2,16,1,20,2,9,1,1,7,9,1,10,1,11,,44,,1,22,9,121.5552446,25.00067561
112,1,2,15,20,2,10文山區,文山區興隆路3段與興德路口口,0,0,1,1,B03,8,1,5,50,3,1,1,5,4,5,7,3,1,1,4,5,2,16,1,36,3,10,1,1,7,5,1,8,1,2,,6,,1,22,9,121.5552446,25.00067561
112,1,2,15,50,2,03中山區,中山區新生北路2段與林森北路383巷口,0,0,2,2,C03,8,1,5,30,3,1,1,5,4,1,7,4,4,10,5,5,2,10,2,45,2,9,3,4,7,9,1,10,2,11,,14,,1,22,9,121.5273139,25.05874015
112,1,2,15,50,2,03中山區,中山區新生北路2段與林森北路383巷口,0,0,2,1,C03,8,1,5,30,3,1,1,5,4,1,7,4,4,10,5,5,2,10,1,42,2,9,3,4,7,15,1,10,2,11,,23,,1,22,9,121.5273139,25.05874015
112,1,2,16,11,2,01大同區,大同區鄭州路與西寧北路口,0,0,1,3,H02,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,12,1,46,2,8,1,1,7,20,8,20,10,16,,67,,1,22,9,121.5082021,25.0506052
112,1,2,16,11,2,01大同區,大同區鄭州路與西寧北路口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,12,1,45,3,10,1,1,7,9,1,8,1,4,,44,,1,22,9,121.5082021,25.0506052
112,1,2,16,11,2,01大同區,大同區鄭州路與西寧北路口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,12,1,27,3,10,1,1,7,7,1,10,1,12,,7,,1,22,9,121.5082021,25.0506052
112,1,2,16,40,2,08士林區,士林區德行西路與福華路口,0,0,1,2,C02,6,3,5,50,4,1,1,4,4,5,7,2,1,5,4,5,1,16,1,25,2,9,1,1,7,9,1,10,1,11,,44,,1,22,9,121.5223368,25.10488967
112,1,2,16,40,2,08士林區,士林區德行西路與福華路口,0,0,1,1,B01,6,3,5,50,4,1,1,4,4,5,7,2,1,5,4,5,1,16,1,61,3,10,1,1,7,5,1,4,1,5,,8,,1,22,9,121.5223368,25.10488967
112,1,2,16,41,2,08士林區,士林區中正路與志成街口,0,0,2,3,H02,7,1,5,50,3,2,1,5,4,5,7,1,1,1,5,5,1,17,2,22,2,9,1,5,7,20,8,20,10,16,,67,,1,22,9,121.5301787,25.09610238
112,1,2,16,41,2,08士林區,士林區中正路與志成街口,0,0,2,1,C03,7,1,5,50,3,2,1,5,4,5,7,1,1,1,5,5,1,17,1,29,3,10,1,1,7,11,6,10,1,15,,10,,1,22,9,121.5301787,25.09610238
112,1,2,16,41,2,08士林區,士林區中正路與志成街口,0,0,2,2,C03,7,1,5,50,3,2,1,5,4,5,7,1,1,1,5,5,1,17,1,23,2,9,1,1,7,9,1,10,1,14,,44,,1,22,9,121.5301787,25.09610238
112,1,2,16,59,2,04大安區,"大安區大安路2段(南往北,信義路四段60之68號對面)",0,0,2,2,C03,6,1,5,50,14,9,1,4,4,5,7,4,4,9,5,5,2,16,1,25,2,7,1,1,7,9,1,10,1,11,,13,,1,22,9,121.546026,25.0326018
112,1,2,16,59,2,04大安區,"大安區大安路2段(南往北,信義路四段60之68號對面)",0,0,2,1,G01,6,1,5,50,14,9,1,4,4,5,7,4,4,9,5,5,2,16,1,62,2,9,3,4,7,11,3,18,1,15,,10,,1,22,9,121.546026,25.0326018
112,1,2,17,15,2,01大同區,大同區忠孝西路1段與塔城街口,0,0,1,1,C03,6,1,5,50,4,1,1,4,4,5,7,1,1,1,4,5,2,17,1,68,3,10,1,1,7,9,1,10,2,12,,6,,1,22,9,121.5101373,25.04822451
112,1,2,17,15,2,01大同區,大同區忠孝西路1段與塔城街口,0,0,1,2,C03,6,1,5,50,4,1,1,4,4,5,7,1,1,1,4,5,2,17,2,26,2,9,1,1,7,9,1,10,2,14,,44,,1,22,9,121.5101373,25.04822451
112,1,2,17,18,2,04大安區,大安區忠孝東路3段276巷與忠孝東路3段口,0,0,1,3,H02,6,3,5,50,3,2,1,4,4,5,7,4,4,1,4,5,2,17,2,56,3,10,4,5,7,20,8,20,10,16,,67,,1,22,9,121.5425032,25.04154494
112,1,2,17,18,2,04大安區,大安區忠孝東路3段276巷與忠孝東路3段口,0,0,1,1,B01,6,3,5,50,3,2,1,4,4,5,7,4,4,1,4,5,2,17,1,58,3,10,1,1,7,14,1,4,1,6,,38,,1,22,9,121.5425032,25.04154494
112,1,2,17,18,2,04大安區,大安區忠孝東路3段276巷與忠孝東路3段口,0,0,1,2,C03,6,3,5,50,3,2,1,4,4,5,7,4,4,1,4,5,2,17,1,38,2,9,1,1,7,9,1,10,1,14,,44,,1,22,9,121.5425032,25.04154494
112,1,2,17,30,2,03中山區,中山區林森北路151號,0,0,1,2,C03,6,3,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,17,2,33,2,9,1,1,7,9,1,10,1,14,,44,,1,22,9,121.5247915,25.0511564
112,1,2,17,30,2,03中山區,中山區林森北路151號,0,0,1,1,B01,6,3,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,17,1,56,3,10,1,1,7,7,1,4,1,15,,7,,1,22,9,121.5247915,25.0511564
112,1,2,17,52,2,02萬華區,萬華區和平西路3段與梧州街口,0,0,1,1,B02,6,3,5,30,4,1,1,4,4,5,7,2,1,9,5,5,1,3,2,20,3,10,1,1,7,5,1,8,2,1,,23,,1,22,9,121.4974941,25.0353713
112,1,2,17,52,2,02萬華區,萬華區和平西路3段與梧州街口,0,0,1,2,H01,6,3,5,30,4,1,1,4,4,5,7,2,1,9,5,5,1,3,2,77,2,9,4,5,8,16,8,20,10,16,,52,,1,22,9,121.4974941,25.0353713
112,1,2,17,52,2,07信義區,信義區吳興街384號,0,0,3,1,H01,6,3,5,0,14,9,1,4,4,5,7,4,4,9,5,5,1,6,1,78,2,9,4,5,8,18,8,20,2,16,,51,,1,22,9,121.5671019,25.02511971
112,1,2,17,52,2,07信義區,信義區吳興街384號,0,0,3,2,C03,6,3,5,0,14,9,1,4,4,5,7,4,4,9,5,5,1,6,1,22,2,9,1,1,7,9,1,10,2,11,,23,,1,22,9,121.5671019,25.02511971
112,1,2,17,52,2,07信義區,信義區吳興街384號,0,0,3,3,H02,6,3,5,0,14,9,1,4,4,5,7,4,4,9,5,5,1,6,2,28,2,9,1,5,7,20,8,20,10,16,,67,,1,22,9,121.5671019,25.02511971
112,1,2,18,40,2,12內湖區,內湖區內湖路1段629巷與港墘路82巷口,0,0,2,1,C03,6,3,5,30,3,1,1,4,4,5,7,4,4,7,4,5,2,3,1,41,2,7,1,1,7,9,1,10,2,11,,15,,1,22,9,121.576096,25.08136155
112,1,2,18,40,2,12內湖區,內湖區內湖路1段629巷與港墘路82巷口,0,0,2,2,H01,6,3,5,30,3,1,1,4,4,5,7,4,4,7,4,5,2,3,1,62,2,8,4,5,8,16,8,20,10,16,,67,,1,22,9,121.576096,25.08136155
112,1,2,18,45,2,03中山區,中山區中山北路2段與長春路口,0,0,1,2,B03,6,3,5,50,14,9,1,4,4,5,7,1,1,1,4,5,2,13,2,27,3,10,1,1,7,14,1,8,1,6,,44,,1,22,9,121.5227951,25.0546874
112,1,2,18,45,2,03中山區,中山區中山北路2段與長春路口,0,0,1,1,C03,6,3,5,50,14,9,1,4,4,5,7,1,1,1,4,5,2,13,1,31,2,9,1,1,7,9,1,10,1,11,,16,,1,22,9,121.5227951,25.0546874
112,1,2,19,5,2,11南港區,南港區市民大道7段與玉成街口,0,0,2,1,C03,6,3,5,50,3,2,1,4,4,5,7,1,1,8,3,5,2,12,1,32,3,10,1,1,7,9,1,9,1,12,,23,,1,22,9,121.5818787,25.0487839
112,1,2,19,5,2,11南港區,南港區市民大道7段與玉成街口,0,0,2,2,C03,6,3,5,50,3,2,1,4,4,5,7,1,1,8,3,5,2,12,1,50,2,9,1,1,7,9,1,10,1,14,,44,,1,22,9,121.5818787,25.0487839
112,1,2,19,5,2,11南港區,南港區市民大道7段與玉成街口,0,0,2,3,H02,6,3,5,50,3,2,1,4,4,5,7,1,1,8,3,5,2,12,2,34,2,9,1,1,7,21,8,20,10,16,,67,,1,22,9,121.5818787,25.0487839
112,1,2,19,25,2,06松山區,松山區八德路4段與八德路4段106巷口,0,0,2,1,C03,6,3,5,50,4,1,1,4,4,5,7,1,1,5,4,4,2,17,1,21,2,9,1,1,7,7,1,10,1,11,,7,,1,22,9,121.5611217,25.0485421
112,1,2,19,25,2,06松山區,松山區八德路4段與八德路4段106巷口,0,0,2,3,B03,6,3,5,50,4,1,1,4,4,5,7,1,1,5,4,4,2,17,1,52,3,10,1,1,7,9,1,8,1,8,,44,,1,22,9,121.5611217,25.0485421
112,1,2,19,25,2,06松山區,松山區八德路4段與八德路4段106巷口,0,0,2,2,C03,6,3,5,50,4,1,1,4,4,5,7,1,1,5,4,4,2,17,1,35,2,6,1,1,7,14,1,10,1,13,11,44,,1,22,9,121.5611217,25.0485421
112,1,2,20,2,2,02萬華區,萬華區環河南路2段5巷8號,0,0,1,2,C03,6,3,5,30,14,9,1,4,4,5,7,4,4,10,5,5,2,17,1,68,2,9,1,1,7,9,1,10,1,11,,44,,1,22,9,121.4979813,25.039614
112,1,2,20,2,2,02萬華區,萬華區環河南路2段5巷8號,0,0,1,1,B03,6,3,5,30,14,9,1,4,4,5,7,4,4,10,5,5,2,17,1,30,3,10,1,1,7,13,1,8,1,4,,40,,1,22,9,121.4979813,25.039614
112,1,2,21,5,2,03中山區,中山區北安路往士林機慢車專用道,0,0,2,3,C03,7,3,5,50,15,11,1,5,4,5,7,4,4,1,4,3,1,17,1,40,2,8,1,1,7,9,1,10,1,11,,16,,1,22,9,121.5508431,25.08617546
112,1,2,21,5,2,03中山區,中山區北安路往士林機慢車專用道,0,0,2,2,C03,7,3,5,50,15,11,1,5,4,5,7,4,4,1,4,3,1,17,1,29,3,10,1,1,7,12,1,10,1,11,,44,,1,22,9,121.5508431,25.08617546
112,1,2,21,5,2,03中山區,中山區北安路往士林機慢車專用道,0,0,2,1,C03,7,3,5,50,15,11,1,5,4,5,7,4,4,1,4,3,1,17,1,20,2,8,1,1,7,6,1,10,1,13,,9,,1,22,9,121.5508431,25.08617546
112,1,2,21,7,2,03中山區,中山區錦州街與合江街口,0,0,1,1,B12,6,3,5,50,4,2,1,4,4,5,7,1,1,5,5,5,2,1,1,33,4,11,3,4,7,15,7,19,11,15,,15,,2,22,9,121.5392173,25.0601753
112,1,2,21,7,2,03中山區,中山區錦州街與合江街口,0,0,1,2,H01,6,3,5,50,4,2,1,4,4,5,7,1,1,5,5,5,2,1,1,19,2,9,4,5,8,16,8,20,10,16,,67,,1,22,9,121.5392173,25.0601753
112,1,2,21,29,2,02萬華區,萬華區康定路與成都路口,0,0,1,1,B03,7,3,5,50,4,1,1,5,4,5,7,2,1,9,4,5,2,17,1,34,3,10,1,1,7,1,6,8,1,8,,19,,1,22,9,121.5027336,25.04374506
112,1,2,21,29,2,02萬華區,萬華區康定路與成都路口,0,0,1,2,C03,7,3,5,50,4,1,1,5,4,5,7,2,1,9,4,5,2,17,1,30,2,9,1,1,7,9,1,10,1,13,,44,,1,22,9,121.5027336,25.04374506
112,1,2,21,29,2,02萬華區,萬華區康定路與成都路口,0,0,1,3,B02,7,3,5,50,4,1,1,5,4,5,7,2,1,9,4,5,2,17,2,27,3,10,1,1,7,9,1,8,1,1,,44,,1,22,9,121.5027336,25.04374506
